FID,REPORTDATE,BLOCKADD,OFFENSE
29000,2010-06-23 00:00:00,1600 Block Spruce St,Trespassing
29001,2009-04-28 00:00:00,1700 Block 29th St,Trespassing
29002,2010-01-11 00:00:00,1000 Block 11th St,Theft From Vehicle
29003,2009-10-01 00:00:00,1000 Block Kent St,Vandalism
29004,2008-12-17 00:00:00,1500 Block Pearl St,Vandalism
29005,2012-06-14 00:00:00,1100 Block Pleasant St,Theft From Vehicle
29006,2008-09-22 00:00:00,700 Block 11th St,Vandalism
29007,2009-08-01 00:00:00,3900 Block Promontory Ct,Theft From Vehicle
29008,2012-05-10 00:00:00,900 Block University Ave,Burglary
29009,2008-07-15 00:00:00,2800 Block Iris Ave,Trespassing
29010,2009-05-07 00:00:00,30th St & E Aurora Ave,Robbery
29011,2010-01-07 00:00:00,5600 Block Euclid Pl,Burglary
29012,2008-03-13 00:00:00,1800 Block Grove St,Theft From Vehicle
29013,2008-11-01 00:00:00,700 Block 20th St,Vandalism
29014,2008-10-23 00:00:00,1700 Block Bear Mountain Dr,Burglary
29015,2011-05-13 00:00:00,900 Block Broadway,Assault
29016,2012-01-13 00:00:00,4600 Block Talbot Dr,Vandalism
29017,2009-09-01 00:00:00,5000 Block Butte St,Sex Assault
29018,2011-06-05 00:00:00,2200 Block 16th St,Vandalism
29019,2015-01-02 00:00:00,2000 Block 13th St,Trespassing
29020,2009-04-17 00:00:00,1300 Block Broadway,Assault
29021,2009-07-08 00:00:00,1600 Block 28th St,Burglary
29022,2010-05-30 00:00:00,18th St & Cascade Ave,Vandalism
29023,2009-03-16 00:00:00,900 Block Arapahoe Ave,Trespassing
29024,2008-07-22 00:00:00,1900 Block 63rd St,Incident
29025,2013-02-06 00:00:00,5000 Block Butte St,Robbery
29026,2010-12-14 00:00:00,Arapahoe Ave & Broadway,Vandalism
29027,2011-07-07 00:00:00,1000 Block Hawthorne Ave,Trespassing
29028,2012-08-15 00:00:00,3400 Block Dartmouth Ave,Vandalism
29029,2009-12-13 00:00:00,2300 Block Linden Ave,Burglary
29030,2009-11-04 00:00:00,1600 Block Mapleton Ave,Burglary
29031,2009-11-02 00:00:00,900 Block 28th St,Incident
29032,2008-06-22 00:00:00,3910 Block Table Mesa Dr,Theft From Vehicle
29033,2009-08-09 00:00:00,1700 Block 22nd St,Theft Of Car Parts
29034,2008-10-06 00:00:00,5400 Block Airport Bv,Vandalism
29035,2010-03-18 00:00:00,5600 Block Arapahoe Ave,Burglary
29036,2009-08-30 00:00:00,13th St & Arapahoe Ave,Assault
29037,2012-01-19 00:00:00,1100 Block 13th St,Trespassing
29038,2011-02-19 00:00:00,1800 Block Broadway,Sex Assault
29039,2009-03-11 00:00:00,2800 Block Kalmia Ave,Theft From Vehicle
29040,2009-05-23 00:00:00,4800 Block Baseline Rd,Vandalism
29041,2008-05-21 00:00:00,200 Block Pearl St,Vandalism
29042,2008-10-25 00:00:00,300 Block Broadway,Incident
29043,2009-03-03 00:00:00,1100 Block 13th St,Vandalism
29044,2010-05-23 00:00:00,1300 Block 9th St,Theft From Vehicle
29045,2012-04-04 00:00:00,1100 Block Pearl St,Incident
29046,2010-06-21 00:00:00,3800 Block Northbrook Dr,Burglary
29047,2009-03-04 00:00:00,3000 Block Oneal Py,Theft From Vehicle
29048,2009-02-04 00:00:00,1400 Block Bluebell Ave,Vandalism
29049,2008-07-06 00:00:00,900 Block College Ave,Burglary
29050,2009-05-11 00:00:00,2700 Block Glenwood Dr,Theft From Vehicle
29051,2008-09-05 00:00:00,2800 Block Kalmia Ave,Vandalism
29052,2009-05-28 00:00:00,3000 Block 7th St,Vandalism
29053,2009-07-19 00:00:00,1900 Block 55th St,Theft From Vehicle
29054,2008-12-01 00:00:00,900 Block Grandview Ave,Incident
29055,2008-01-03 00:00:00,2900 Block Bixby Ave,Theft From Vehicle
29056,2008-08-13 00:00:00,1500 Block 11th St,Auto Theft
29057,2010-03-03 00:00:00,1000 Block Oakdale Pl,Vandalism
29058,2010-06-25 00:00:00,2200 Block Mariposa Ave,Theft From Vehicle
29059,2011-07-27 00:00:00,1000 Block University Ave,Vandalism
29060,2009-04-28 00:00:00,4500 Block 19th St,Burglary
29061,2010-04-17 00:00:00,3600 Block Roundtree Ct,Vandalism
29062,2009-04-10 00:00:00,2800 Block Arapahoe Ave,Auto Theft
29063,2009-01-06 00:00:00,Broadway & Marine St,Vandalism
29064,2008-03-12 00:00:00,1800 Block Walnut St,Theft From Vehicle
29065,2008-10-27 00:00:00,2900 Block Baseline Rd,Theft From Vehicle
29066,2011-09-23 00:00:00,700 Block 28th St,Theft From Vehicle
29067,2008-06-16 00:00:00,1900 Block Aurora Ave,Burglary
29068,2010-07-14 00:00:00,5200 Block Arapahoe Ave,Vandalism
29069,2008-06-13 00:00:00,5901 Block Wellington Rd,Burglary
29070,2010-05-29 00:00:00,1800 Block 13th St,Sex Assault
29071,2008-06-11 00:00:00,100 Block Manhatan Dr,Theft Of Car Parts
29072,2011-01-09 00:00:00,700 Block 18th St,Sex Assault
29073,2010-04-29 00:00:00,1300 Block Elder Ave,Vandalism
29074,2009-03-21 00:00:00,1000 Block Pearl St,Sex Assault
29075,2009-01-22 00:00:00,4500 Block 19th St,Assault
29076,2012-01-23 00:00:00,6000 Block Spine Rd,Burglary
29077,2009-10-17 00:00:00,1000 Block 11th St,Vandalism
29078,2010-08-08 00:00:00,500 Block Pleasant St,Vandalism
29079,2010-05-23 00:00:00,1100 Block Jay St,Theft From Vehicle
29080,2009-11-07 00:00:00,1300 Block Rosewood Ave,Vandalism
29081,2008-10-04 00:00:00,1100 Block College Ave,Burglary
29082,2010-03-14 00:00:00,2700 Block Spruce St,Burglary
29083,2012-07-20 00:00:00,1000 Block University Ave,Burglary
29084,2009-08-20 00:00:00,3300 Block Chisholm Trl,Motorcycle Theft
29085,2012-01-23 00:00:00,1100 Block Spruce St,Robbery
29086,2009-11-02 00:00:00,3000 Block Folsom St,Auto Theft
29087,2009-10-09 00:00:00,1100 Block Walnut St,Trespassing
29088,2010-02-14 00:00:00,800 Block 19th St,Vandalism
29089,2012-01-23 00:00:00,1500 Block Eisenhower Dr,Auto Theft
29090,2009-06-03 00:00:00,4900 Block 10th St,Vandalism
29091,2009-02-10 00:00:00,1000 Block Broadway,Vandalism
29092,2009-06-30 00:00:00,3200 Block E Aurora Ave,Burglary
29093,2012-03-06 00:00:00,1100 Block Balsam Ave,Assault
29094,2012-03-06 00:00:00,1000 Block W Moorhead Cir,Vandalism
29095,2012-03-06 00:00:00,300 Block S 40th St,Vandalism
29096,2010-03-22 00:00:00,4700 Block Baseline Rd,Vandalism
29097,2009-11-29 00:00:00,1900 Block Canyon Bv,Burglary
29098,2008-12-13 00:00:00,2800 Block Kalmia Ave,Theft From Vehicle
29099,2013-01-05 00:00:00,100 Block Cherokee Way,Trespassing
29100,2009-02-09 00:00:00,900 Block 35th St,Vandalism
29101,2012-01-23 00:00:00,5000 Block 5th St,Sex Assault
29102,2010-05-10 00:00:00,2900 Block E Aurora Ave,Burglary
29103,2008-05-13 00:00:00,3100 Block E Sterling Cr,Vandalism
29104,2008-02-29 00:00:00,4400 Block Hamilton Ct,Trespassing
29105,2009-08-19 00:00:00,800 Block Euclid Ave,Theft From Vehicle
29106,2008-12-05 00:00:00,2700 Block Taft Dr,Theft Of Car Parts
29107,2013-09-04 00:00:00,2100 Block Central Ave,Theft From Vehicle
29108,2008-05-17 00:00:00,1800 Block Broadway,Vandalism
29109,2009-03-11 00:00:00,2900 Block Eagle Way,Theft From Vehicle
29110,2008-10-26 00:00:00,Benthaven Pl & Lehigh St,Theft From Vehicle
29111,2008-04-05 00:00:00,3300 Block Chisholm Trl,Theft From Vehicle
29112,2008-04-28 00:00:00,2600 Block Valmont Rd,Vandalism
29113,2008-05-20 00:00:00,1600 Block Walnut St,Burglary
29114,2009-10-17 00:00:00,1000 Block Pleasant St,Burglary
29115,2008-10-10 00:00:00,800 Block Walnut St,Trespassing
29116,2010-04-09 00:00:00,800 Block 18th St,Burglary
29117,2008-10-19 00:00:00,1000 Block Pennsylvania Ave,Vandalism
29118,2009-05-25 00:00:00,300 Block S 38th St,Burglary
29119,2009-02-02 00:00:00,5300 Block Desert Mountain Ct,Trespassing
29120,2009-07-28 00:00:00,4600 Block 18th St,Theft From Vehicle
29121,2012-11-30 00:00:00,600 Block Broadway,Incident
29122,2012-11-18 00:00:00,2300 Block Glenwood Dr,Theft From Vehicle
29123,2009-09-16 00:00:00,3900 Block 28th St,Burglary
29124,2008-04-10 00:00:00,00 Block Huron Ct,Vandalism
29125,2008-04-26 00:00:00,1100 Block University Ave,Robbery
29126,2008-05-03 00:00:00,1000 Block Rose Hill Dr,Incident
29127,2009-08-21 00:00:00,800 Block Delwood Ave,Vandalism
29128,2008-09-15 00:00:00,4800 Block Franklin Dr,Vandalism
29129,2008-06-12 00:00:00,1100 Block Pearl St,Assault
29130,2009-04-13 00:00:00,17th St & Cascade Ave,Vandalism
29131,2009-06-26 00:00:00,3500 Block 28th St,Vandalism
29132,2008-06-14 00:00:00,1700 Block 14th St,Trespassing
29133,2009-08-29 00:00:00,1000 Block 11th St,Burglary
29134,2009-08-20 00:00:00,2200 Block 19th St,Theft From Vehicle
29135,2012-07-20 00:00:00,4200 Block Table Mesa Dr,Vandalism
29136,2008-05-12 00:00:00,2800 Block Cordry Ct,Burglary
29137,2010-05-09 00:00:00,800 Block 17th St,Vandalism
29138,2012-12-26 00:00:00,600 Block S Broadway,Burglary
29139,2008-01-24 00:00:00,2800 Block E Aurora Ave,Assault
29140,2012-06-08 00:00:00,400 Block Harvard Ln,Theft From Vehicle
29141,2009-01-02 00:00:00,2400 Block Baseline Rd,Incident
29142,2008-08-21 00:00:00,2800 Block E Aurora Ave,Vandalism
29143,2008-09-27 00:00:00,3200 Block 47th St,Theft From Vehicle
29144,2011-11-14 00:00:00,2700 Block Broadway,Vandalism
29145,2010-03-26 00:00:00,300 Block Arapahoe Ave,Vandalism
29146,2008-06-18 00:00:00,5700 Block Arapahoe Ave,Theft Of Car Parts
29147,2012-12-12 00:00:00,300 Block 32nd St,Theft From Vehicle
29148,2009-05-01 00:00:00,3000 Block Broadway,Theft From Vehicle
29149,2009-12-29 00:00:00,2900 Block Baseline Rd,Trespassing
29150,2009-11-01 00:00:00,5400 Block White Pl,Burglary
29151,2012-04-06 00:00:00,Talbot Dr & Thomas Dr,Recovery
29152,2008-07-06 00:00:00,4800 Block Thunderbird Dr,Vandalism
29153,2012-01-20 00:00:00,1400 Block Pearl St,Vandalism
29154,2009-04-07 00:00:00,1100 Block Pearl St,Burglary
29155,2010-06-21 00:00:00,1400 Block Walnut St,Trespassing
29156,2010-03-19 00:00:00,4900 Block Moorhead Ave,Theft From Vehicle
29157,2008-03-27 00:00:00,1200 Block Pearl St,Burglary
29158,2012-12-31 00:00:00,11th St & Euclid Ave,Burglary
29159,2008-05-02 00:00:00,4800 Block Meredith Way,Burglary
29160,2010-05-23 00:00:00,5000 Block Butte St,Trespassing
29161,2012-07-18 00:00:00,1800 Block 33rd St,Vandalism
29162,2008-05-26 00:00:00,1800 Block 13th St,Incident
29163,2008-07-23 00:00:00,Foothills Pkwy & Table Mesa Dr,Theft From Vehicle
29164,2008-12-14 00:00:00,1400 Block Zamia Ave,Theft From Vehicle
29165,2011-09-09 00:00:00,3300 Block Martin Dr,Vandalism
29166,2009-09-09 00:00:00,2800 Block Cordry Ct,Vandalism
29167,2012-12-31 00:00:00,1300 Block Broadway,Trespassing
29168,2011-09-19 00:00:00,2000 Block 17th St,Vandalism
29169,2009-07-03 00:00:00,4500 Block 19th St,Sex Assault
29170,2013-01-03 00:00:00,1700 Block 22nd St,Burglary
29171,2008-02-15 00:00:00,13th St & Euclid Ave,Sex Assault
29172,2008-09-29 00:00:00,800 Block Marine St,Theft From Vehicle
29173,2008-12-21 00:00:00,2200 Block Broadway,Vandalism
29174,2012-12-10 00:00:00,2900 Block Pearl St,Trespassing
29175,2008-09-23 00:00:00,1700 Block Grove St,Theft From Vehicle
29176,2010-01-26 00:00:00,1500 Block Redwood Ave,Vandalism
29177,2017-08-26 00:00:00,2100 Block 13th St,Burglary
29178,2012-08-01 00:00:00,2200 Block Columbine Ave,Vandalism
29179,2012-07-26 00:00:00,3100 Block Broadway,Vandalism
29180,2012-12-04 00:00:00,1100 Block 12th St,Burglary
29181,2011-08-18 00:00:00,1100 Block Balsam Ave,Trespassing
29182,2008-07-28 00:00:00,14th St & Walnut St,Vandalism
29183,2012-08-01 00:00:00,1400 Block Canyon Blvd,Trespassing
29184,2012-08-01 00:00:00,4500 Block Broadway,Trespassing
29185,2013-01-03 00:00:00,800 Block Walnut St,Robbery
29186,2009-05-12 00:00:00,3200 Block Oneal Cr,Vandalism
29187,2009-09-05 00:00:00,1900 Block 13th St,Vandalism
29188,2012-08-01 00:00:00,800 Block W Moorhead Cir,Vandalism
29189,2012-11-27 00:00:00,S Broadway & Grinnell Ave,Vandalism
29190,2013-01-03 00:00:00,1700 Block 30th St,Vandalism
29191,2009-09-27 00:00:00,3500 Block Madison Ave,Vandalism
29192,2012-10-15 00:00:00,2100 Block Arapahoe Ave,Burglary
29193,2012-08-02 00:00:00,1100 Block Pleasant St,Burglary
29194,2013-01-03 00:00:00,800 Block 19th St,Theft From Vehicle
29195,2010-06-10 00:00:00,800 Block Marine St,Incident
29196,2009-11-12 00:00:00,2600 Block Mapleton Ave,Burglary
29197,2012-07-20 00:00:00,2400 Block Arapahoe Ave,Theft From Vehicle
29198,2010-12-10 00:00:00,2900 Block Baseline Rd,Burglary
29199,2008-01-28 00:00:00,1400 Block Canyon Blvd,Trespassing
29200,2009-02-27 00:00:00,1000 Block 14th St,Burglary
29201,2008-12-08 00:00:00,900 Block University Ave,Burglary
29202,2012-08-02 00:00:00,5200 Block Cypress Dr,Theft From Vehicle
29203,2009-08-10 00:00:00,2600 Block Briarwood Dr,Incident
29204,2008-10-26 00:00:00,1700 Block Columbine Ave,Burglary
29205,2009-07-02 00:00:00,1200 Block College Ave,Vandalism
29206,2008-03-28 00:00:00,4600 Block Broadway,Auto Theft
29207,2009-09-14 00:00:00,Broadway & Grandview Ave,Vandalism
29208,2010-03-31 00:00:00,900 Block 11th St,Theft From Vehicle
29209,2010-01-17 00:00:00,4800 Block Broadway,Robbery
29210,2009-10-10 00:00:00,1200 Block Pine St,Trespassing
29211,2008-09-27 00:00:00,800 Block 14th St,Theft From Vehicle
29212,2012-12-23 00:00:00,2700 Block Regis Dr,Trespassing
29213,2010-05-04 00:00:00,6300 Block Diagonal Hwy,Vandalism
29214,2008-05-21 00:00:00,2200 Block Pearl St,Vandalism
29215,2012-12-04 00:00:00,3200 Block Iron Forge Pl,Motorcycle Theft
29216,2008-02-20 00:00:00,4800 Block Twin Lakes Rd,Vandalism
29217,2011-10-18 00:00:00,300 Block Pearl St,Theft From Vehicle
29218,2009-08-11 00:00:00,3100 Block 28th St,Trespassing
29219,2012-12-24 00:00:00,1400 Block Baseline Rd,Vandalism
29220,2010-03-31 00:00:00,1400 Block Canyon Blvd,Assault
29221,2009-10-12 00:00:00,2800 Block E Aurora Ave,Vandalism
29222,2009-09-10 00:00:00,1500 Block 30th St,Burglary
29223,2012-12-31 00:00:00,17th St & Pearl St,Incident
29224,2010-12-30 00:00:00,3100 Block 34th St,Theft From Vehicle
29225,2009-12-05 00:00:00,1100 Block Pennsylvania Ave,Assault
29226,2010-02-25 00:00:00,2200 Block Spruce St,Vandalism
29227,2009-08-18 00:00:00,2200 Block Edgewood Dr,Vandalism
29228,2008-04-07 00:00:00,1100 Block University Ave,Incident
29229,2012-12-01 00:00:00,1200 Block Grandview Ave,Burglary
29230,2012-05-30 00:00:00,900 Block Baseline Rd,Vandalism
29231,2011-07-07 00:00:00,1700 Block 28th St,Trespassing
29232,2012-08-22 00:00:00,Adams Cir & Kent St,Theft From Vehicle
29233,2011-06-09 00:00:00,1600 Block Broadway,Vandalism
29234,2010-04-27 00:00:00,2700 Block Moorhead Ave,Theft From Vehicle
29235,2008-12-07 00:00:00,3900 Block Fuller Ct,Sex Assault
29236,2008-11-04 00:00:00,1700 Block Pearl St,Burglary
29237,2008-09-19 00:00:00,1000 Block Adams Cir,Theft From Vehicle
29238,2009-11-01 00:00:00,1000 Block Lincoln Pl,Trespassing
29239,2009-03-11 00:00:00,5300 Block Pinehurst Ct,Sex Assault
29240,2009-05-27 00:00:00,2900 Block Glenwood Dr,Vandalism
29241,2011-05-13 00:00:00,17th St & Pearl St,Vandalism
29242,2010-07-07 00:00:00,2500 Block Baseline Rd,Trespassing
29243,2008-02-22 00:00:00,1500 Block Broadway,Assault
29244,2010-05-12 00:00:00,4400 Block Arapahoe Ave,Theft From Vehicle
29245,2011-07-19 00:00:00,900 Block 13th St,Trespassing
29246,2010-08-27 00:00:00,2800 Block E Aurora Ave,Burglary
29247,2009-08-29 00:00:00,600 Block Manhatan Dr,Theft From Vehicle
29248,2008-02-08 00:00:00,2800 Block Juilliard St,Burglary
29249,2012-12-07 00:00:00,Broadway & Lawry Ln,Sex Assault
29250,2012-11-08 00:00:00,4600 Block Baseline Rd,Assault
29251,2012-04-02 00:00:00,3100 Block 25th St,Theft From Vehicle
29252,2009-08-25 00:00:00,2900 Block Shadow Creek Dr,Burglary
29253,2009-08-18 00:00:00,2000 Block Broadway,Vandalism
29254,2012-12-20 00:00:00,1100 Block Cedar Ave,Burglary
29255,2009-02-06 00:00:00,3100 Block Madison Ave,Burglary
29256,2012-12-10 00:00:00,2800 Block Cordry Ct,Vandalism
29257,2009-07-30 00:00:00,1500 Block Broadway,Vandalism
29258,2012-12-10 00:00:00,2700 Block Juniper Ave,Vandalism
29259,2012-11-11 00:00:00,600 Block University Ave,Burglary
29260,2010-07-18 00:00:00,2700 Block Mapleton Ave,Vandalism
29261,2008-10-31 00:00:00,1500 Block Broadway,Vandalism
29262,2009-11-06 00:00:00,2900 Block E Aurora Ave,Burglary
29263,2009-06-22 00:00:00,500 Block Maxwell Av,Incident
29264,2008-11-10 00:00:00,2700 Block Mapleton Ave,Theft From Vehicle
29265,2009-06-03 00:00:00,1801 Block 13th St,Vandalism
29266,2008-10-22 00:00:00,1800 Block 15th St,Trespassing
29267,2009-03-17 00:00:00,1100 Block Juniper Ave,Vandalism
29268,2017-09-08 00:00:00,3200 Block Arapahoe Ave,Vandalism
29269,2011-12-17 00:00:00,4500 Block Baseline Rd,Burglary
29270,2008-12-06 00:00:00,3200 Block Airport Rd,Trespassing
29271,2012-12-10 00:00:00,2700 Block Juniper Ave,Vandalism
29272,2009-07-18 00:00:00,2500 Block Arapahoe Ave,Trespassing
29273,2011-09-19 00:00:00,3000 Block Broadway,Theft From Vehicle
29274,2008-12-04 00:00:00,2400 Block Kalmia Ave,Incident
29275,2009-08-25 00:00:00,4200 Block Darley Ave,Vandalism
29276,2011-08-22 00:00:00,2200 Block Mapleton Ave,Theft From Vehicle
29277,2011-06-09 00:00:00,2100 Block Grove Cr,Burglary
29278,2010-10-11 00:00:00,3800 Block 26th St,Vandalism
29279,2010-06-29 00:00:00,15th St & Pearl St,Vandalism
29280,2008-10-25 00:00:00,15th St & Pearl St,Vandalism
29281,2012-07-12 00:00:00,1700 Block 29th St,Vandalism
29282,2010-11-01 00:00:00,4500 Block 19th St,Trespassing
29283,2010-08-29 00:00:00,11th St & Marine St,Theft From Vehicle
29284,2008-04-21 00:00:00,600 Block Manhatan Dr,Assault
29285,2008-12-30 00:00:00,1300 Block 7th St,Trespassing
29286,2009-12-24 00:00:00,2200 Block 13th St,Vandalism
29287,2009-10-26 00:00:00,1100 Block Pine St,Burglary
29288,2017-12-02 00:00:00,4700 Block Mckinley Dr,Theft From Vehicle
29289,2008-05-05 00:00:00,4100 Block Evans Dr,Vandalism
29290,2011-07-19 00:00:00,1000 Block Canyon Bv,Trespassing
29291,2010-04-28 00:00:00,1300 Block Spruce St,Theft From Vehicle
29292,2011-06-09 00:00:00,5400 Block Airport Bv,Vandalism
29293,2012-11-08 00:00:00,1900 Block Goss St,Trespassing
29294,2009-03-03 00:00:00,1500 Block Pearl St,Vandalism
29295,2012-12-07 00:00:00,1000 Block Kent St,Incident
29296,2012-01-23 00:00:00,600 Block S Broadway,Theft Of Car Parts
29297,2010-04-12 00:00:00,900 Block Broadway,Vandalism
29298,2009-05-22 00:00:00,700 Block S 46th St,Theft From Vehicle
29299,2010-11-21 00:00:00,900 Block 28th St,Auto Theft
29300,2008-08-28 00:00:00,3300 Block Airport Rd,Recovery
29301,2012-01-23 00:00:00,2500 Block Juniper Ave,Trespassing
29302,2008-11-07 00:00:00,3800 Block Apache Rd,Theft From Vehicle
29303,2009-04-25 00:00:00,1200 Block Aurora Ave,Vandalism
29304,2011-11-09 00:00:00,2000 Block 21st St,Vandalism
29305,2011-11-09 00:00:00,800 Block 16th St,Vandalism
29306,2012-11-04 00:00:00,900 Block Pleasant St,Burglary
29307,2008-08-12 00:00:00,1800 Block 19th St,Trespassing
29308,2010-02-18 00:00:00,1100 Block 13th St,Assault
29309,2008-06-06 00:00:00,1000 Block 6th St,Vandalism
29310,2009-11-01 00:00:00,5400 Block White Pl,Burglary
29311,2010-06-25 00:00:00,1200 Block College Ave,Vandalism
29312,2008-09-18 00:00:00,1700 Block Canyon Blvd,Burglary
29313,2008-01-07 00:00:00,Arapahoe Ave & Conestoga St,Incident
29314,2008-08-09 00:00:00,1700 Block 14th St,Trespassing
29315,2009-10-05 00:00:00,1600 Block 30th St,Vandalism
29316,2009-08-13 00:00:00,1100 Block 10th St,Burglary
29317,2008-06-17 00:00:00,1000 Block University Ave,Robbery
29318,2010-06-05 00:00:00,1700 Block Broadway,Robbery
29319,2012-08-16 00:00:00,2900 Block Pearl St,Trespassing
29320,2010-02-10 00:00:00,1800 Block 22nd St,Burglary
29321,2008-12-10 00:00:00,1000 Block Lincoln Pl,Sex Assault
29322,2010-07-13 00:00:00,1000 Block Marine St,Burglary
29323,2011-09-30 00:00:00,1200 Block Holly Pl,Burglary
29324,2008-08-29 00:00:00,1800 Block 13th St,Sex Assault
29325,2011-08-10 00:00:00,3000 Block Arapahoe Ave,Trespassing
29326,2010-11-21 00:00:00,2400 Block Baseline Rd,Robbery
29327,2011-11-16 00:00:00,700 Block 36th St,Theft From Vehicle
29328,2008-10-09 00:00:00,3200 Block Cripple Creek Trl,Burglary
29329,2008-03-20 00:00:00,1000 Block 11th St,Burglary
29330,2009-07-19 00:00:00,1500 Block Broadway,Trespassing
29331,2008-01-03 00:00:00,2700 Block 15th St,Auto Theft
29332,2008-06-07 00:00:00,2200 Block Norwood Ave,Vandalism
29333,2008-04-24 00:00:00,1000 Block Broadway,Vandalism
29334,2009-03-16 00:00:00,4700 Block Pearl St,Vandalism
29335,2012-08-02 00:00:00,3300 Block Mitchell Ln,Vandalism
29336,2010-06-29 00:00:00,1200 Block Hartford Dr,Vandalism
29337,2008-01-13 00:00:00,5000 Block Valmont Rd,Vandalism
29338,2008-08-22 00:00:00,1000 Block Maxwell Ave,Burglary
29339,2011-07-27 00:00:00,15th St & Pearl St,Trespassing
29340,2010-06-04 00:00:00,900 Block 8th St,Burglary
29341,2009-03-16 00:00:00,3100 Block Airport Rd,Trespassing
29342,2008-02-22 00:00:00,1100 Block College Ave,Vandalism
29343,2010-01-29 00:00:00,3000 Block 14th St,Trespassing
29344,2008-06-03 00:00:00,1600 Block Broadway,Vandalism
29345,2008-01-24 00:00:00,Crime occurred at an unknown location,Sex Assault
29346,2009-04-07 00:00:00,2200 Block Kalmia Ave,Theft From Vehicle
29347,2009-05-19 00:00:00,5100 Block Illini Way,Theft From Vehicle
29348,2009-07-22 00:00:00,900 Block Pennsylvania Ave,Burglary
29349,2008-12-09 00:00:00,1100 Block Grandview Ave,Incident
29350,2008-06-20 00:00:00,4100 Block Arapahoe Ave,Auto Theft
29351,2010-04-19 00:00:00,4500 Block Broadway,Trespassing
29352,2008-07-30 00:00:00,4600 Block Table Mesa Dr,Theft From Vehicle
29353,2008-06-11 00:00:00,11th St & Walnut St,Vandalism
29354,2009-08-03 00:00:00,3000 Block Bluff St,Motorcycle Theft
29355,2009-02-15 00:00:00,4600 Block Baseline Rd,Trespassing
29356,2012-06-17 00:00:00,3300 Block Table Mesa Dr,Vandalism
29357,2010-02-05 00:00:00,2700 Block Moorhead Ave,Burglary
29358,2009-12-16 00:00:00,2100 Block Pearl St,Burglary
29359,2008-02-28 00:00:00,4500 Block Broadway,Vandalism
29360,2012-01-04 00:00:00,1400 Block Canyon Bv,Incident
29361,2011-07-23 00:00:00,700 Block Lincoln Pl,Burglary
29362,2011-12-13 00:00:00,1400 Block Walnut St,Trespassing
29363,2010-01-20 00:00:00,1100 Block 30th St,Theft From Vehicle
29364,2009-02-13 00:00:00,1500 Block Pearl St,Theft From Vehicle
29365,2012-06-19 00:00:00,1900 Block 28th St,Vandalism
29366,2008-07-09 00:00:00,19th St & Pearl St,Assault
29367,2012-09-18 00:00:00,4100 Block Autumn Ct,Incident
29368,2010-02-10 00:00:00,300 Block Arapahoe Ave,Burglary
29369,2010-01-19 00:00:00,2900 Block E Euclid Ave,Vandalism
29370,2008-03-26 00:00:00,1200 Block College Ave,Trespassing
29371,2009-07-27 00:00:00,3000 Block Corona Tr,Theft From Vehicle
29372,2010-02-07 00:00:00,700 Block 16th St,Theft From Vehicle
29373,2008-12-17 00:00:00,14th St & Walnut St,Trespassing
29374,2010-08-08 00:00:00,2900 Block E Aurora Ave,Theft From Vehicle
29375,2010-09-12 00:00:00,1500 Block Broadway,Incident
29376,2009-11-28 00:00:00,3000 Block Valmont Rd,Burglary
29377,2009-11-27 00:00:00,1300 Block 28th St,Vandalism
29378,2008-12-06 00:00:00,600 Block S 42nd St,Sex Assault
29379,2010-10-30 00:00:00,3000 Block Valmont Rd,Vandalism
29380,2008-11-13 00:00:00,3100 Block Dartmouth Ave,Burglary
29381,2010-11-24 00:00:00,2600 Block Broadway,Burglary
29382,2012-10-15 00:00:00,1000 Block Adams Cir,Burglary
29383,2009-04-19 00:00:00,5400 Block Mesa Top Ct,Burglary
29384,2010-01-20 00:00:00,900 Block Pleasant St,Theft From Vehicle
29385,2009-06-18 00:00:00,1000 Block Pearl St,Assault
29386,2010-02-16 00:00:00,1600 Block Arapahoe Ave,Vandalism
29387,2008-09-26 00:00:00,1700 Block Pine St,Theft From Vehicle
29388,2010-12-10 00:00:00,700 Block 30th St,Burglary
29389,2011-11-18 00:00:00,1500 Block Eisenhower Dr,Theft From Vehicle
29390,2010-06-03 00:00:00,3900 Block Britting Av,Sex Assault
29391,2008-05-30 00:00:00,900 Block Cascade Ave,Vandalism
29392,2011-10-03 00:00:00,1000 Block 12th St,Burglary
29393,2009-01-26 00:00:00,1800 Block 28th St,Trespassing
29394,2008-04-25 00:00:00,3100 Block 4th St,Theft From Vehicle
29395,2009-11-12 00:00:00,5400 Block White Pl,Burglary
29396,2009-06-20 00:00:00,1100 Block 11th St,Burglary
29397,2008-08-27 00:00:00,13th St & Arapahoe Ave,Trespassing
29398,2008-09-14 00:00:00,600 Block S 46th St,Sex Assault
29399,2012-12-12 00:00:00,300 Block 30th St,Theft From Vehicle
29400,2008-10-22 00:00:00,1200 Block Kalmia Ave,Incident
29401,2012-12-13 00:00:00,00 Block S 32nd St,Theft From Vehicle
29402,2012-12-13 00:00:00,5900 Block Brandywine Ct,Sex Assault
29403,2009-10-12 00:00:00,900 Block University Ave,Vandalism
29404,2009-04-06 00:00:00,3100 Block Eastwood Ct,Theft From Vehicle
29405,2012-01-15 00:00:00,1800 Block 15th St,Trespassing
29406,2012-05-13 00:00:00,800 Block Marine St,Vandalism
29407,2010-02-15 00:00:00,600 Block S Broadway,Burglary
